"Subject","Task","Lang","Trial","Score"
12,"form","L1",20,1
12,"form","L1",21,1
12,"form","L1",22,1
12,"form","L1",23,1
12,"form","L1",24,1
12,"kategori","L1",1,1
12,"kategori","L1",2,1
12,"kategori","L1",3,1
12,"kategori","L1",4,1
12,"kategori","L1",5,1
12,"kategori","L1",6,1
12,"kategori","L1",7,1
12,"kategori","L1",8,1
12,"kategori","L1",9,1
12,"kategori","L1",10,1
12,"kategori","L1",11,1
12,"kategori","L1",12,1
12,"kategori","L1",13,1
12,"kategori","L1",14,1
12,"kategori","L1",15,1
12,"kategori","L1",16,1
12,"kategori","L1",17,1
12,"kategori","L1",18,1
12,"kategori","L1",19,1
12,"kategori","L1",20,1
12,"kategori","L1",21,1
12,"kategori","L1",22,1
12,"kategori","L1",23,1
12,"kategori","L1",24,1
12,"form","L2",1,1
12,"form","L2",2,1
12,"form","L2",3,1
12,"form","L2",4,1
12,"form","L2",5,1
12,"form","L2",6,1
12,"form","L2",7,1
12,"form","L2",8,1
12,"form","L2",9,1
12,"form","L2",10,1
12,"form","L2",11,1
12,"form","L2",12,1
12,"form","L2",13,1
12,"form","L2",14,1
12,"form","L2",15,1
12,"form","L2",16,1
12,"form","L2",17,1
12,"form","L2",18,1
12,"form","L2",19,1
12,"form","L2",20,1
12,"form","L2",21,1
12,"form","L2",22,1
12,"form","L2",23,1
12,"form","L2",24,1
12,"kategori","L2",1,0
12,"kategori","L2",2,0
12,"kategori","L2",3,0
12,"kategori","L2",4,0
12,"kategori","L2",5,1
12,"kategori","L2",6,1
12,"kategori","L2",7,1
12,"kategori","L2",8,1
12,"kategori","L2",9,1
12,"kategori","L2",10,1
12,"kategori","L2",11,1
12,"kategori","L2",12,1
12,"kategori","L2",13,1
12,"kategori","L2",14,1
12,"kategori","L2",15,1
12,"kategori","L2",16,1
12,"kategori","L2",17,1
12,"kategori","L2",18,1
12,"kategori","L2",19,1
12,"kategori","L2",20,1
12,"kategori","L2",21,1
12,"kategori","L2",22,1
12,"kategori","L2",23,1
12,"kategori","L2",24,1
13,"form","L1",1,1
13,"form","L1",2,1
13,"form","L1",3,1
13,"form","L1",4,1
13,"form","L1",5,1
13,"form","L1",6,1
13,"form","L1",7,1
13,"form","L1",8,1
13,"form","L1",9,1
13,"form","L1",10,1
13,"form","L1",11,1
13,"form","L1",12,1
13,"form","L1",13,1
13,"form","L1",14,1
13,"form","L1",15,1
13,"form","L1",16,1
13,"form","L1",17,1
13,"form","L1",18,1
13,"form","L1",19,1
13,"form","L1",20,1
13,"form","L1",21,1
13,"form","L1",22,1
13,"form","L1",23,1
13,"form","L1",24,1
13,"kategori","L1",1,1
13,"kategori","L1",2,1
13,"kategori","L1",3,1
13,"kategori","L1",4,1
13,"kategori","L1",5,1
13,"kategori","L1",6,1
13,"kategori","L1",7,1
13,"kategori","L1",8,1
13,"kategori","L1",9,1
13,"kategori","L1",10,1
13,"kategori","L1",11,1
13,"kategori","L1",12,1
13,"kategori","L1",13,1
13,"kategori","L1",14,1
13,"kategori","L1",15,1
13,"kategori","L1",16,1
13,"kategori","L1",17,1
13,"kategori","L1",18,1
13,"kategori","L1",19,1
13,"kategori","L1",20,1
13,"kategori","L1",21,0
13,"kategori","L1",22,1
13,"kategori","L1",23,1
13,"kategori","L1",24,1
13,"form","L2",1,1
13,"form","L2",2,1
13,"form","L2",3,1
13,"form","L2",4,1
13,"form","L2",5,1
13,"form","L2",6,1
13,"form","L2",7,1
13,"form","L2",8,1
13,"form","L2",9,1
13,"form","L2",10,1
13,"form","L2",11,1
13,"form","L2",12,1
13,"form","L2",13,1
13,"form","L2",14,1
13,"form","L2",15,1
13,"form","L2",16,1
13,"form","L2",17,1
13,"form","L2",18,1
13,"form","L2",19,1
13,"form","L2",20,1
13,"form","L2",21,1
13,"form","L2",22,1
13,"form","L2",23,1
13,"form","L2",24,1
13,"kategori","L2",1,1
13,"kategori","L2",2,0
13,"kategori","L2",3,1
13,"kategori","L2",4,1
13,"kategori","L2",5,1
13,"kategori","L2",6,1
13,"kategori","L2",7,1
13,"kategori","L2",8,1
13,"kategori","L2",9,1
13,"kategori","L2",10,1
13,"kategori","L2",11,1
13,"kategori","L2",12,1
13,"kategori","L2",13,1
13,"kategori","L2",14,1
13,"kategori","L2",15,1
13,"kategori","L2",16,1
13,"kategori","L2",17,1
13,"kategori","L2",18,1
13,"kategori","L2",19,1
13,"kategori","L2",20,1
13,"kategori","L2",21,1
13,"kategori","L2",22,1
13,"kategori","L2",23,1
13,"kategori","L2",24,1
14,"form","L1",1,1
14,"form","L1",2,1
14,"form","L1",3,1
14,"form","L1",4,1
14,"form","L1",5,1
14,"form","L1",6,1
14,"form","L1",7,1
14,"form","L1",8,1
14,"form","L1",9,1
14,"form","L1",10,1
14,"form","L1",11,1
14,"form","L1",12,1
14,"form","L1",13,1
14,"form","L1",14,1
14,"form","L1",15,1
14,"form","L1",16,1
14,"form","L1",17,1
14,"form","L1",18,0
14,"form","L1",19,1
14,"form","L1",20,1
14,"form","L1",21,0
14,"form","L1",22,1
14,"form","L1",23,1
14,"form","L1",24,1
14,"kategori","L1",1,0
14,"kategori","L1",2,0
14,"kategori","L1",3,0
14,"kategori","L1",4,1
14,"kategori","L1",5,1
14,"kategori","L1",6,1
14,"kategori","L1",7,1
14,"kategori","L1",8,1
14,"kategori","L1",9,1
14,"kategori","L1",10,1
14,"kategori","L1",11,1
14,"kategori","L1",12,1
14,"kategori","L1",13,0
14,"kategori","L1",14,1
14,"kategori","L1",15,1
14,"kategori","L1",16,1
14,"kategori","L1",17,1
14,"kategori","L1",18,1
14,"kategori","L1",19,1
14,"kategori","L1",20,1
14,"kategori","L1",21,1
14,"kategori","L1",22,1
14,"kategori","L1",23,1
14,"kategori","L1",24,1
14,"form","L2",1,1
14,"form","L2",2,1
14,"form","L2",3,1
14,"form","L2",4,1
14,"form","L2",5,1
14,"form","L2",6,1
14,"form","L2",7,1
14,"form","L2",8,1
14,"form","L2",9,1
14,"form","L2",10,1
14,"form","L2",11,1
14,"form","L2",12,1
14,"form","L2",13,1
14,"form","L2",14,1
14,"form","L2",15,1
14,"form","L2",16,1
14,"form","L2",17,1
14,"form","L2",18,1
14,"form","L2",19,0
14,"form","L2",20,1
14,"form","L2",21,0
14,"form","L2",22,0
14,"form","L2",23,1
14,"form","L2",24,1
14,"kategori","L2",1,1
14,"kategori","L2",2,1
14,"kategori","L2",3,1
14,"kategori","L2",4,1
14,"kategori","L2",5,1
14,"kategori","L2",6,1
14,"kategori","L2",7,1
14,"kategori","L2",8,1
14,"kategori","L2",9,1
14,"kategori","L2",10,1
14,"kategori","L2",11,1
14,"kategori","L2",12,1
14,"kategori","L2",13,1
14,"kategori","L2",14,1
14,"kategori","L2",15,1
14,"kategori","L2",16,1
14,"kategori","L2",17,0
14,"kategori","L2",18,1
14,"kategori","L2",19,1
14,"kategori","L2",20,1
14,"kategori","L2",21,1
14,"kategori","L2",22,1
14,"kategori","L2",23,1
14,"kategori","L2",24,1
15,"form","L1",1,1
15,"form","L1",2,1
15,"form","L1",3,1
15,"form","L1",4,1
15,"form","L1",5,1
15,"form","L1",6,1
15,"form","L1",7,1
15,"form","L1",8,1
15,"form","L1",9,1
15,"form","L1",10,1
15,"form","L1",11,1
15,"form","L1",12,1
15,"form","L1",13,1
15,"form","L1",14,1
15,"form","L1",15,1
15,"form","L1",16,1
15,"form","L1",17,1
15,"form","L1",18,1
15,"form","L1",19,1
15,"form","L1",20,1
15,"form","L1",21,1
15,"form","L1",22,0
15,"form","L1",23,1
15,"form","L1",24,1
15,"kategori","L1",1,1
15,"kategori","L1",2,1
15,"kategori","L1",3,1
15,"kategori","L1",4,1
15,"kategori","L1",5,1
15,"kategori","L1",6,1
15,"kategori","L1",7,1
15,"kategori","L1",8,1
15,"kategori","L1",9,1
15,"kategori","L1",10,1
15,"kategori","L1",11,1
15,"kategori","L1",12,1
15,"kategori","L1",13,1
15,"kategori","L1",14,1
15,"kategori","L1",15,1
15,"kategori","L1",16,1
15,"kategori","L1",17,1
15,"kategori","L1",18,1
15,"kategori","L1",19,1
15,"kategori","L1",20,1
15,"kategori","L1",21,1
15,"kategori","L1",22,1
15,"kategori","L1",23,1
15,"kategori","L1",24,1
15,"form","L2",1,1
15,"form","L2",2,1
15,"form","L2",3,1
15,"form","L2",4,1
15,"form","L2",5,1
15,"form","L2",6,1
15,"form","L2",7,1
15,"form","L2",8,0
15,"form","L2",9,1
15,"form","L2",10,1
15,"form","L2",11,1
15,"form","L2",12,1
15,"form","L2",13,1
15,"form","L2",14,1
15,"form","L2",15,1
15,"form","L2",16,0
15,"form","L2",17,1
15,"form","L2",18,0
15,"form","L2",19,1
15,"form","L2",20,1
15,"form","L2",21,1
15,"form","L2",22,1
15,"form","L2",23,1
15,"form","L2",24,0
15,"kategori","L2",1,1
15,"kategori","L2",2,1
15,"kategori","L2",3,1
15,"kategori","L2",4,1
15,"kategori","L2",5,1
15,"kategori","L2",6,1
15,"kategori","L2",7,1
15,"kategori","L2",8,1
15,"kategori","L2",9,1
15,"kategori","L2",10,1
15,"kategori","L2",11,1
15,"kategori","L2",12,1
15,"kategori","L2",13,1
15,"kategori","L2",14,1
15,"kategori","L2",15,1
15,"kategori","L2",16,1
15,"kategori","L2",17,1
15,"kategori","L2",18,1
15,"kategori","L2",19,1
15,"kategori","L2",20,1
15,"kategori","L2",21,1
15,"kategori","L2",22,1
15,"kategori","L2",23,1
15,"kategori","L2",24,1
16,"form","L1",1,1
16,"form","L1",2,1
16,"form","L1",3,1
16,"form","L1",4,1
16,"form","L1",5,1
16,"form","L1",6,1
16,"form","L1",7,1
16,"form","L1",8,1
16,"form","L1",9,1
16,"form","L1",10,1
16,"form","L1",11,1
16,"form","L1",12,1
16,"form","L1",13,1
16,"form","L1",14,1
16,"form","L1",15,1
16,"form","L1",16,1
16,"form","L1",17,1
16,"form","L1",18,1
16,"form","L1",19,1
16,"form","L1",20,1
16,"form","L1",21,1
16,"form","L1",22,1
16,"form","L1",23,1
16,"form","L1",24,1
16,"kategori","L1",1,1
16,"kategori","L1",2,1
16,"kategori","L1",3,1
16,"kategori","L1",4,1
16,"kategori","L1",5,1
16,"kategori","L1",6,1
16,"kategori","L1",7,1
16,"kategori","L1",8,1
16,"kategori","L1",9,1
16,"kategori","L1",10,1
16,"kategori","L1",11,1
16,"kategori","L1",12,1
16,"kategori","L1",13,1
16,"kategori","L1",14,1
16,"kategori","L1",15,1
16,"kategori","L1",16,1
16,"kategori","L1",17,1
16,"kategori","L1",18,1
16,"kategori","L1",19,1
16,"kategori","L1",20,1
16,"kategori","L1",21,1
16,"kategori","L1",22,1
16,"kategori","L1",23,1
16,"kategori","L1",24,1
16,"form","L2",1,1
16,"form","L2",2,1
16,"form","L2",3,1
16,"form","L2",4,1
16,"form","L2",5,1
16,"form","L2",6,1
16,"form","L2",7,1
16,"form","L2",8,1
16,"form","L2",9,1
16,"form","L2",10,1
16,"form","L2",11,1
16,"form","L2",12,1
16,"form","L2",13,1
16,"form","L2",14,1
16,"form","L2",15,1
16,"form","L2",16,1
16,"form","L2",17,1
16,"form","L2",18,1
16,"form","L2",19,1
16,"form","L2",20,1
16,"form","L2",21,1
16,"form","L2",22,1
16,"form","L2",23,1
16,"form","L2",24,1
16,"kategori","L2",1,1
16,"kategori","L2",2,1
16,"kategori","L2",3,1
16,"kategori","L2",4,1
16,"kategori","L2",5,1
16,"kategori","L2",6,1
16,"kategori","L2",7,1
16,"kategori","L2",8,1
16,"kategori","L2",9,1
16,"kategori","L2",10,1
16,"kategori","L2",11,1
16,"kategori","L2",12,1
16,"kategori","L2",13,1
16,"kategori","L2",14,1
16,"kategori","L2",15,1
16,"kategori","L2",16,1
16,"kategori","L2",17,1
16,"kategori","L2",18,1
16,"kategori","L2",19,1
16,"kategori","L2",20,1
16,"kategori","L2",21,1
16,"kategori","L2",22,1
16,"kategori","L2",23,1
16,"kategori","L2",24,1
17,"form","L1",1,0
17,"form","L1",2,1
17,"form","L1",3,1
17,"form","L1",4,1
17,"form","L1",5,1
17,"form","L1",6,1
17,"form","L1",7,1
17,"form","L1",8,1
17,"form","L1",9,1
17,"form","L1",10,1
17,"form","L1",11,1
17,"form","L1",12,1
17,"form","L1",13,1
17,"form","L1",14,1
17,"form","L1",15,1
17,"form","L1",16,1
17,"form","L1",17,1
17,"form","L1",18,1
17,"form","L1",19,1
17,"form","L1",20,1
17,"form","L1",21,1
17,"form","L1",22,1
17,"form","L1",23,1
17,"form","L1",24,1
17,"kategori","L1",1,1
17,"kategori","L1",2,1
17,"kategori","L1",3,1
17,"kategori","L1",4,1
17,"kategori","L1",5,1
17,"kategori","L1",6,1
17,"kategori","L1",7,1
17,"kategori","L1",8,1
17,"kategori","L1",9,1
17,"kategori","L1",10,1
17,"kategori","L1",11,1
17,"kategori","L1",12,1
17,"kategori","L1",13,1
17,"kategori","L1",14,1
17,"kategori","L1",15,1
17,"kategori","L1",16,1
17,"kategori","L1",17,1
17,"kategori","L1",18,1
17,"kategori","L1",19,1
17,"kategori","L1",20,1
17,"kategori","L1",21,1
17,"kategori","L1",22,1
17,"kategori","L1",23,1
17,"kategori","L1",24,1
17,"form","L2",1,1
17,"form","L2",2,1
17,"form","L2",3,1
17,"form","L2",4,1
17,"form","L2",5,1
17,"form","L2",6,1
17,"form","L2",7,1
17,"form","L2",8,1
17,"form","L2",9,0
17,"form","L2",10,1
17,"form","L2",11,1
17,"form","L2",12,1
17,"form","L2",13,1
17,"form","L2",14,1
17,"form","L2",15,0
17,"form","L2",16,1
17,"form","L2",17,1
17,"form","L2",18,1
17,"form","L2",19,1
17,"form","L2",20,1
17,"form","L2",21,1
17,"form","L2",22,1
17,"form","L2",23,1
17,"form","L2",24,0
17,"kategori","L2",1,1
17,"kategori","L2",2,1
17,"kategori","L2",3,1
17,"kategori","L2",4,1
17,"kategori","L2",5,1
17,"kategori","L2",6,1
17,"kategori","L2",7,1
17,"kategori","L2",8,1
17,"kategori","L2",9,1
17,"kategori","L2",10,1
17,"kategori","L2",11,1
17,"kategori","L2",12,1
17,"kategori","L2",13,1
17,"kategori","L2",14,1
17,"kategori","L2",15,1
17,"kategori","L2",16,1
17,"kategori","L2",17,1
17,"kategori","L2",18,1
17,"kategori","L2",19,1
17,"kategori","L2",20,1
17,"kategori","L2",21,1
17,"kategori","L2",22,1
17,"kategori","L2",23,1
17,"kategori","L2",24,1
18,"form","L1",1,1
18,"form","L1",2,1
18,"form","L1",3,1
18,"form","L1",4,1
18,"form","L1",5,1
18,"form","L1",6,1
18,"form","L1",7,1
18,"form","L1",8,1
18,"form","L1",9,1
18,"form","L1",10,1
18,"form","L1",11,1
18,"form","L1",12,1
18,"form","L1",13,1
18,"form","L1",14,1
18,"form","L1",15,1
18,"form","L1",16,1
18,"form","L1",17,1
18,"form","L1",18,1
18,"form","L1",19,1
18,"form","L1",20,1
18,"form","L1",21,1
18,"form","L1",22,1
18,"form","L1",23,1
18,"form","L1",24,1
18,"kategori","L1",1,1
18,"kategori","L1",2,1
18,"kategori","L1",3,1
18,"kategori","L1",4,1
18,"kategori","L1",5,1
18,"kategori","L1",6,1
18,"kategori","L1",7,1
18,"kategori","L1",8,1
18,"kategori","L1",9,1
18,"kategori","L1",10,1
18,"kategori","L1",11,1
18,"kategori","L1",12,1
18,"kategori","L1",13,1
18,"kategori","L1",14,1
18,"kategori","L1",15,1
18,"kategori","L1",16,1
18,"kategori","L1",17,1
18,"kategori","L1",18,1
18,"kategori","L1",19,1
18,"kategori","L1",20,1
18,"kategori","L1",21,1
18,"kategori","L1",22,1
18,"kategori","L1",23,1
18,"kategori","L1",24,1
18,"form","L2",1,1
18,"form","L2",2,1
18,"form","L2",3,1
18,"form","L2",4,1
18,"form","L2",5,1
18,"form","L2",6,1
18,"form","L2",7,1
18,"form","L2",8,1
18,"form","L2",9,1
18,"form","L2",10,1
18,"form","L2",11,1
18,"form","L2",12,1
18,"form","L2",13,1
18,"form","L2",14,1
18,"form","L2",15,1
18,"form","L2",16,1
18,"form","L2",17,1
18,"form","L2",18,1
18,"form","L2",19,1
18,"form","L2",20,1
18,"form","L2",21,1
18,"form","L2",22,1
18,"form","L2",23,1
18,"form","L2",24,1
18,"kategori","L2",1,1
18,"kategori","L2",2,1
18,"kategori","L2",3,1
18,"kategori","L2",4,1
18,"kategori","L2",5,1
18,"kategori","L2",6,1
18,"kategori","L2",7,1
18,"kategori","L2",8,1
18,"kategori","L2",9,1
18,"kategori","L2",10,1
18,"kategori","L2",11,1
18,"kategori","L2",12,1
18,"kategori","L2",13,1
18,"kategori","L2",14,1
18,"kategori","L2",15,1
18,"kategori","L2",16,1
18,"kategori","L2",17,1
18,"kategori","L2",18,1
18,"kategori","L2",19,1
18,"kategori","L2",20,1
18,"kategori","L2",21,1
18,"kategori","L2",22,1
18,"kategori","L2",23,1
18,"kategori","L2",24,1
19,"form","L1",1,1
19,"form","L1",2,1
19,"form","L1",3,1
19,"form","L1",4,1
19,"form","L1",5,1
19,"form","L1",6,1
19,"form","L1",7,1
19,"form","L1",8,1
19,"form","L1",9,1
19,"form","L1",10,1
19,"form","L1",11,1
19,"form","L1",12,1
19,"form","L1",13,1
19,"form","L1",14,1
19,"form","L1",15,1
19,"form","L1",16,1
19,"form","L1",17,1
19,"form","L1",18,1
19,"form","L1",19,1
19,"form","L1",20,1
19,"form","L1",21,1
19,"form","L1",22,1
19,"form","L1",23,1
19,"form","L1",24,1
19,"kategori","L1",1,1
19,"kategori","L1",2,1
19,"kategori","L1",3,1
19,"kategori","L1",4,1
19,"kategori","L1",5,1
19,"kategori","L1",6,1
19,"kategori","L1",7,1
19,"kategori","L1",8,1
19,"kategori","L1",9,1
19,"kategori","L1",10,1
19,"kategori","L1",11,1
19,"kategori","L1",12,1
19,"kategori","L1",13,1
19,"kategori","L1",14,1
19,"kategori","L1",15,1
19,"kategori","L1",16,1
19,"kategori","L1",17,1
19,"kategori","L1",18,1
19,"kategori","L1",19,1
19,"kategori","L1",20,1
19,"kategori","L1",21,1
19,"kategori","L1",22,1
19,"kategori","L1",23,1
19,"kategori","L1",24,1
19,"form","L2",1,1
19,"form","L2",2,1
19,"form","L2",3,1
19,"form","L2",4,1
19,"form","L2",5,0
19,"form","L2",6,1
19,"form","L2",7,1
19,"form","L2",8,1
19,"form","L2",9,1
19,"form","L2",10,1
19,"form","L2",11,1
19,"form","L2",12,1
19,"form","L2",13,1
19,"form","L2",14,1
19,"form","L2",15,1
19,"form","L2",16,1
19,"form","L2",17,1
19,"form","L2",18,1
19,"form","L2",19,1
19,"form","L2",20,1
19,"form","L2",21,1
19,"form","L2",22,1
19,"form","L2",23,0
19,"form","L2",24,1
19,"kategori","L2",1,1
19,"kategori","L2",2,1
19,"kategori","L2",3,1
19,"kategori","L2",4,1
19,"kategori","L2",5,1
19,"kategori","L2",6,1
19,"kategori","L2",7,1
19,"kategori","L2",8,1
19,"kategori","L2",9,1
19,"kategori","L2",10,1
19,"kategori","L2",11,1
19,"kategori","L2",12,1
19,"kategori","L2",13,1
19,"kategori","L2",14,1
19,"kategori","L2",15,1
19,"kategori","L2",16,1
19,"kategori","L2",17,1
19,"kategori","L2",18,1
19,"kategori","L2",19,1
19,"kategori","L2",20,1
19,"kategori","L2",21,1
19,"kategori","L2",22,1
19,"kategori","L2",23,1
19,"kategori","L2",24,1
20,"form","L1",1,1
20,"form","L1",2,1
20,"form","L1",3,1
20,"form","L1",4,1
20,"form","L1",5,1
20,"form","L1",6,1
20,"form","L1",7,1
20,"form","L1",8,1
20,"form","L1",9,1
20,"form","L1",10,1
20,"form","L1",11,1
20,"form","L1",12,1
20,"form","L1",13,1
20,"form","L1",14,1
20,"form","L1",15,1
20,"form","L1",16,1
20,"form","L1",17,1
20,"form","L1",18,1
20,"form","L1",19,1
20,"form","L1",20,1
20,"form","L1",21,1
20,"form","L1",22,1
20,"form","L1",23,1
20,"form","L1",24,1
20,"kategori","L1",1,1
20,"kategori","L1",2,1
20,"kategori","L1",3,1
20,"kategori","L1",4,1
20,"kategori","L1",5,1
20,"kategori","L1",6,1
20,"kategori","L1",7,1
20,"kategori","L1",8,1
20,"kategori","L1",9,1
20,"kategori","L1",10,1
20,"kategori","L1",11,1
20,"kategori","L1",12,1
20,"kategori","L1",13,1
20,"kategori","L1",14,1
20,"kategori","L1",15,1
20,"kategori","L1",16,1
20,"kategori","L1",17,1
20,"kategori","L1",18,1
20,"kategori","L1",19,1
20,"kategori","L1",20,1
20,"kategori","L1",21,1
20,"kategori","L1",22,1
20,"kategori","L1",23,1
20,"kategori","L1",24,1
20,"form","L2",1,1
20,"form","L2",2,1
20,"form","L2",3,1
20,"form","L2",4,1
20,"form","L2",5,1
20,"form","L2",6,1
20,"form","L2",7,1
20,"form","L2",8,1
20,"form","L2",9,1
20,"form","L2",10,1
20,"form","L2",11,1
20,"form","L2",12,1
20,"form","L2",13,1
20,"form","L2",14,1
20,"form","L2",15,1
20,"form","L2",16,1
20,"form","L2",17,1
20,"form","L2",18,1
20,"form","L2",19,1
20,"form","L2",20,1
20,"form","L2",21,1
20,"form","L2",22,1
20,"form","L2",23,1
20,"form","L2",24,1
20,"kategori","L2",1,1
20,"kategori","L2",2,1
20,"kategori","L2",3,1
20,"kategori","L2",4,1
20,"kategori","L2",5,1
20,"kategori","L2",6,1
20,"kategori","L2",7,1
20,"kategori","L2",8,1
20,"kategori","L2",9,1
20,"kategori","L2",10,1
20,"kategori","L2",11,1
20,"kategori","L2",12,0
20,"kategori","L2",13,1
20,"kategori","L2",14,1
20,"kategori","L2",15,1
20,"kategori","L2",16,1
20,"kategori","L2",17,1
20,"kategori","L2",18,1
20,"kategori","L2",19,1
20,"kategori","L2",20,1
20,"kategori","L2",21,1
20,"kategori","L2",22,1
20,"kategori","L2",23,1
20,"kategori","L2",24,1
21,"form","L1",1,1
21,"form","L1",2,1
21,"form","L1",3,1
21,"form","L1",4,1
21,"form","L1",5,1
21,"form","L1",6,1
21,"form","L1",7,1
21,"form","L1",8,1
21,"form","L1",9,1
21,"form","L1",10,1
21,"form","L1",11,1
21,"form","L1",12,1
21,"form","L1",13,1
21,"form","L1",14,1
21,"form","L1",15,1
21,"form","L1",16,1
21,"form","L1",17,1
21,"form","L1",18,1
21,"form","L1",19,1
21,"form","L1",20,1
21,"form","L1",21,1
21,"form","L1",22,1
21,"form","L1",23,1
21,"form","L1",24,1
21,"kategori","L1",1,0
21,"kategori","L1",2,0
21,"kategori","L1",3,0
21,"kategori","L1",4,0
21,"kategori","L1",5,0
21,"kategori","L1",6,1
21,"kategori","L1",7,1
21,"kategori","L1",8,1
21,"kategori","L1",9,0
21,"kategori","L1",10,1
21,"kategori","L1",11,1
21,"kategori","L1",12,1
21,"kategori","L1",13,1
21,"kategori","L1",14,0
21,"kategori","L1",15,1
21,"kategori","L1",16,1
21,"kategori","L1",17,1
21,"kategori","L1",18,1
21,"kategori","L1",19,1
21,"kategori","L1",20,1
21,"kategori","L1",21,1
21,"kategori","L1",22,1
21,"kategori","L1",23,1
21,"kategori","L1",24,0
21,"form","L2",1,1
21,"form","L2",2,1
21,"form","L2",3,1
21,"form","L2",4,1
21,"form","L2",5,1
21,"form","L2",6,1
21,"form","L2",7,1
21,"form","L2",8,1
21,"form","L2",9,1
21,"form","L2",10,1
21,"form","L2",11,1
21,"form","L2",12,1
21,"form","L2",13,1
21,"form","L2",14,1
21,"form","L2",15,1
21,"form","L2",16,1
21,"form","L2",17,1
21,"form","L2",18,1
21,"form","L2",19,1
21,"form","L2",20,1
21,"form","L2",21,1
21,"form","L2",22,1
21,"form","L2",23,1
21,"form","L2",24,1
21,"kategori","L2",1,1
21,"kategori","L2",2,1
21,"kategori","L2",3,1
21,"kategori","L2",4,1
21,"kategori","L2",5,1
21,"kategori","L2",6,1
21,"kategori","L2",7,1
21,"kategori","L2",8,1
21,"kategori","L2",9,1
21,"kategori","L2",10,1
21,"kategori","L2",11,1
21,"kategori","L2",12,1
21,"kategori","L2",13,1
21,"kategori","L2",14,1
21,"kategori","L2",15,1
21,"kategori","L2",16,1
21,"kategori","L2",17,1
21,"kategori","L2",18,1
21,"kategori","L2",19,1
21,"kategori","L2",20,1
21,"kategori","L2",21,1
21,"kategori","L2",22,1
21,"kategori","L2",23,1
21,"kategori","L2",24,1
22,"form","L1",1,1
22,"form","L1",2,1
22,"form","L1",3,0
22,"form","L1",4,1
22,"form","L1",5,1
22,"form","L1",6,1
22,"form","L1",7,1
22,"form","L1",8,0
22,"form","L1",9,1
22,"form","L1",10,1
22,"form","L1",11,1
22,"form","L1",12,1
22,"form","L1",13,1
22,"form","L1",14,1
22,"form","L1",15,1
22,"form","L1",16,1
22,"form","L1",17,1
22,"form","L1",18,1
22,"form","L1",19,1
22,"form","L1",20,1
22,"form","L1",21,1
22,"form","L1",22,1
22,"form","L1",23,0
22,"form","L1",24,1
22,"kategori","L1",1,1
22,"kategori","L1",2,1
22,"kategori","L1",3,1
22,"kategori","L1",4,1
22,"kategori","L1",5,1
22,"kategori","L1",6,1
22,"kategori","L1",7,1
22,"kategori","L1",8,1
22,"kategori","L1",9,1
22,"kategori","L1",10,1
22,"kategori","L1",11,1
22,"kategori","L1",12,1
22,"kategori","L1",13,1
22,"kategori","L1",14,1
22,"kategori","L1",15,1
22,"kategori","L1",16,1
22,"kategori","L1",17,1
22,"kategori","L1",18,1
22,"kategori","L1",19,1
22,"kategori","L1",20,1
22,"kategori","L1",21,1
22,"kategori","L1",22,1
22,"kategori","L1",23,1
22,"kategori","L1",24,1
22,"form","L2",1,1
22,"form","L2",2,1
22,"form","L2",3,0
22,"form","L2",4,1
22,"form","L2",5,1
22,"form","L2",6,1
22,"form","L2",7,1
22,"form","L2",8,0
22,"form","L2",9,1
22,"form","L2",10,1
22,"form","L2",11,1
22,"form","L2",12,1
22,"form","L2",13,1
22,"form","L2",14,0
22,"form","L2",15,1
22,"form","L2",16,1
22,"form","L2",17,1
22,"form","L2",18,1
22,"form","L2",19,1
22,"form","L2",20,1
22,"form","L2",21,1
22,"form","L2",22,0
22,"form","L2",23,1
22,"form","L2",24,1
22,"kategori","L2",1,0
22,"kategori","L2",2,1
22,"kategori","L2",3,1
22,"kategori","L2",4,1
22,"kategori","L2",5,1
22,"kategori","L2",6,1
22,"kategori","L2",7,1
22,"kategori","L2",8,1
22,"kategori","L2",9,1
22,"kategori","L2",10,1
22,"kategori","L2",11,1
22,"kategori","L2",12,1
22,"kategori","L2",13,1
22,"kategori","L2",14,1
22,"kategori","L2",15,1
22,"kategori","L2",16,1
22,"kategori","L2",17,1
22,"kategori","L2",18,1
22,"kategori","L2",19,1
22,"kategori","L2",20,1
22,"kategori","L2",21,1
22,"kategori","L2",22,1
22,"kategori","L2",23,1
22,"kategori","L2",24,1
23,"form","L1",1,1
23,"form","L1",2,1
23,"form","L1",3,1
23,"form","L1",4,0
23,"form","L1",5,1
23,"form","L1",6,0
23,"form","L1",7,0
23,"form","L1",8,1
23,"form","L1",9,1
23,"form","L1",10,0
23,"form","L1",11,1
23,"form","L1",12,1
23,"form","L1",13,1
23,"form","L1",14,1
23,"form","L1",15,0
23,"form","L1",16,1
23,"form","L1",17,1
23,"form","L1",18,1
23,"form","L1",19,1
23,"form","L1",20,1
23,"form","L1",21,1
23,"form","L1",22,1
23,"form","L1",23,1
23,"form","L1",24,1
23,"kategori","L1",1,1
23,"kategori","L1",2,1
23,"kategori","L1",3,1
23,"kategori","L1",4,1
23,"kategori","L1",5,1
23,"kategori","L1",6,1
23,"kategori","L1",7,1
23,"kategori","L1",8,1
23,"kategori","L1",9,1
23,"kategori","L1",10,1
23,"kategori","L1",11,1
23,"kategori","L1",12,1
23,"kategori","L1",13,1
