"Subject","ImageFile","Score","KeyPress","CorrKey","TargetWord"
16,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
16,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
16,"pict_lang_test/bild19.png",0,"s","o","hairspray"
17,"pict_lang_test/bild14.png",1,"4","4","violin"
17,"pict_lang_test/bild2.png",1,"v","v","piano"
17,"pict_lang_test/bild22.png",1,"t","t","paint brush"
17,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
17,"pict_lang_test/bild19.png",0,"s","o","hairspray"
17,"pict_lang_test/bild16.png",1,"2","2","trumpet"
17,"pict_lang_test/bild30.png",1,"a","a","apple"
17,"pict_lang_test/bild8.png",1,"h","h","clock"
17,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
17,"pict_lang_test/bild3.png",1,"p","p","hourglass"
17,"pict_lang_test/bild7.png",0,"b","e","button"
17,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
17,"pict_lang_test/bild18.png",1,"u","u","pear"
17,"pict_lang_test/bild4.png",1,"j","j","comb"
17,"pict_lang_test/bild23.png",1,"s","s","paint can"
17,"pict_lang_test/bild26.png",1,"l","l","drum"
17,"pict_lang_test/bild5.png",1,"g","g","clarinet"
17,"pict_lang_test/bild29.png",1,"b","b","bamboo"
17,"pict_lang_test/bild10.png",1,"q","q","lamp"
17,"pict_lang_test/bild20.png",1,"i","i","coconut"
17,"pict_lang_test/bild25.png",1,"r","r","orange"
17,"pict_lang_test/bild24.png",1,"m","m","flashlight"
17,"pict_lang_test/bild27.png",1,"f","f","cake"
17,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
17,"pict_lang_test/bild15.png",1,"y","y","soda can"
17,"pict_lang_test/bild21.png",1,"n","n","flute"
17,"pict_lang_test/bild28.png",1,"c","c","banana"
17,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
17,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
17,"pict_lang_test/bild12.png",1,"1","1","toast"
18,"pict_lang_test/bild19.png",1,"o","o","hairspray"
18,"pict_lang_test/bild2.png",1,"v","v","piano"
18,"pict_lang_test/bild30.png",1,"a","a","apple"
18,"pict_lang_test/bild5.png",1,"g","g","clarinet"
18,"pict_lang_test/bild7.png",1,"e","e","button"
18,"pict_lang_test/bild12.png",1,"1","1","toast"
18,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
18,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
18,"pict_lang_test/bild10.png",1,"q","q","lamp"
18,"pict_lang_test/bild24.png",1,"m","m","flashlight"
18,"pict_lang_test/bild16.png",1,"2","2","trumpet"
18,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
18,"pict_lang_test/bild29.png",1,"b","b","bamboo"
18,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
18,"pict_lang_test/bild20.png",1,"i","i","coconut"
18,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
18,"pict_lang_test/bild8.png",1,"h","h","clock"
18,"pict_lang_test/bild23.png",1,"s","s","paint can"
18,"pict_lang_test/bild28.png",1,"c","c","banana"
18,"pict_lang_test/bild15.png",1,"y","y","soda can"
18,"pict_lang_test/bild4.png",1,"j","j","comb"
18,"pict_lang_test/bild14.png",1,"4","4","violin"
18,"pict_lang_test/bild25.png",1,"r","r","orange"
18,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
18,"pict_lang_test/bild22.png",1,"t","t","paint brush"
18,"pict_lang_test/bild3.png",1,"p","p","hourglass"
18,"pict_lang_test/bild27.png",1,"f","f","cake"
18,"pict_lang_test/bild21.png",1,"n","n","flute"
18,"pict_lang_test/bild18.png",1,"u","u","pear"
18,"pict_lang_test/bild26.png",1,"l","l","drum"
19,"pict_lang_test/bild25.png",1,"r","r","orange"
19,"pict_lang_test/bild18.png",1,"u","u","pear"
19,"pict_lang_test/bild26.png",1,"l","l","drum"
19,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
19,"pict_lang_test/bild5.png",1,"g","g","clarinet"
19,"pict_lang_test/bild10.png",1,"q","q","lamp"
19,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
19,"pict_lang_test/bild12.png",1,"1","1","toast"
19,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
19,"pict_lang_test/bild23.png",1,"s","s","paint can"
19,"pict_lang_test/bild30.png",1,"a","a","apple"
19,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
19,"pict_lang_test/bild3.png",1,"p","p","hourglass"
19,"pict_lang_test/bild21.png",1,"n","n","flute"
19,"pict_lang_test/bild2.png",1,"v","v","piano"
19,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
19,"pict_lang_test/bild7.png",1,"e","e","button"
19,"pict_lang_test/bild20.png",1,"i","i","coconut"
19,"pict_lang_test/bild29.png",1,"b","b","bamboo"
19,"pict_lang_test/bild22.png",1,"t","t","paint brush"
19,"pict_lang_test/bild16.png",1,"2","2","trumpet"
19,"pict_lang_test/bild15.png",1,"y","y","soda can"
19,"pict_lang_test/bild27.png",1,"f","f","cake"
19,"pict_lang_test/bild19.png",1,"o","o","hairspray"
19,"pict_lang_test/bild14.png",1,"4","4","violin"
19,"pict_lang_test/bild24.png",1,"m","m","flashlight"
19,"pict_lang_test/bild28.png",1,"c","c","banana"
19,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
19,"pict_lang_test/bild4.png",1,"j","j","comb"
19,"pict_lang_test/bild8.png",1,"h","h","clock"
20,"pict_lang_test/bild28.png",1,"c","c","banana"
20,"pict_lang_test/bild2.png",1,"v","v","piano"
20,"pict_lang_test/bild5.png",1,"g","g","clarinet"
20,"pict_lang_test/bild20.png",1,"i","i","coconut"
20,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
20,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
20,"pict_lang_test/bild24.png",1,"m","m","flashlight"
20,"pict_lang_test/bild29.png",1,"b","b","bamboo"
20,"pict_lang_test/bild27.png",1,"f","f","cake"
20,"pict_lang_test/bild16.png",1,"2","2","trumpet"
20,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
20,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
20,"pict_lang_test/bild30.png",1,"a","a","apple"
20,"pict_lang_test/bild14.png",1,"4","4","violin"
20,"pict_lang_test/bild23.png",1,"s","s","paint can"
20,"pict_lang_test/bild18.png",1,"u","u","pear"
20,"pict_lang_test/bild12.png",1,"1","1","toast"
20,"pict_lang_test/bild10.png",1,"q","q","lamp"
20,"pict_lang_test/bild19.png",1,"o","o","hairspray"
20,"pict_lang_test/bild26.png",1,"l","l","drum"
20,"pict_lang_test/bild22.png",1,"t","t","paint brush"
20,"pict_lang_test/bild25.png",1,"r","r","orange"
20,"pict_lang_test/bild3.png",1,"p","p","hourglass"
20,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
20,"pict_lang_test/bild7.png",1,"e","e","button"
20,"pict_lang_test/bild15.png",1,"y","y","soda can"
20,"pict_lang_test/bild4.png",1,"j","j","comb"
20,"pict_lang_test/bild21.png",1,"n","n","flute"
20,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
20,"pict_lang_test/bild8.png",1,"h","h","clock"
21,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
21,"pict_lang_test/bild25.png",1,"r","r","orange"
21,"pict_lang_test/bild23.png",1,"s","s","paint can"
21,"pict_lang_test/bild26.png",1,"l","l","drum"
21,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
21,"pict_lang_test/bild18.png",1,"u","u","pear"
21,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
21,"pict_lang_test/bild12.png",1,"1","1","toast"
21,"pict_lang_test/bild22.png",1,"t","t","paint brush"
21,"pict_lang_test/bild24.png",1,"m","m","flashlight"
21,"pict_lang_test/bild28.png",1,"c","c","banana"
21,"pict_lang_test/bild21.png",1,"n","n","flute"
21,"pict_lang_test/bild10.png",1,"q","q","lamp"
21,"pict_lang_test/bild15.png",0,"s","y","soda can"
21,"pict_lang_test/bild19.png",1,"o","o","hairspray"
21,"pict_lang_test/bild27.png",1,"f","f","cake"
21,"pict_lang_test/bild3.png",1,"p","p","hourglass"
21,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
21,"pict_lang_test/bild5.png",1,"g","g","clarinet"
21,"pict_lang_test/bild8.png",1,"h","h","clock"
21,"pict_lang_test/bild30.png",1,"a","a","apple"
21,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
21,"pict_lang_test/bild4.png",1,"j","j","comb"
21,"pict_lang_test/bild14.png",1,"4","4","violin"
21,"pict_lang_test/bild20.png",1,"i","i","coconut"
21,"pict_lang_test/bild7.png",1,"e","e","button"
21,"pict_lang_test/bild29.png",1,"b","b","bamboo"
21,"pict_lang_test/bild2.png",1,"v","v","piano"
21,"pict_lang_test/bild16.png",1,"2","2","trumpet"
21,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
22,"pict_lang_test/bild30.png",1,"a","a","apple"
22,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
22,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
22,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
22,"pict_lang_test/bild29.png",1,"b","b","bamboo"
22,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
22,"pict_lang_test/bild2.png",1,"v","v","piano"
22,"pict_lang_test/bild24.png",1,"m","m","flashlight"
22,"pict_lang_test/bild23.png",1,"s","s","paint can"
22,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
22,"pict_lang_test/bild4.png",1,"j","j","comb"
22,"pict_lang_test/bild28.png",1,"c","c","banana"
22,"pict_lang_test/bild7.png",1,"e","e","button"
22,"pict_lang_test/bild21.png",0,"g","n","flute"
22,"pict_lang_test/bild14.png",1,"4","4","violin"
22,"pict_lang_test/bild15.png",1,"y","y","soda can"
22,"pict_lang_test/bild27.png",1,"f","f","cake"
22,"pict_lang_test/bild26.png",1,"l","l","drum"
22,"pict_lang_test/bild8.png",1,"h","h","clock"
22,"pict_lang_test/bild3.png",1,"p","p","hourglass"
22,"pict_lang_test/bild5.png",0,"n","g","clarinet"
22,"pict_lang_test/bild16.png",1,"2","2","trumpet"
22,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
22,"pict_lang_test/bild19.png",0,"s","o","hairspray"
22,"pict_lang_test/bild10.png",1,"q","q","lamp"
22,"pict_lang_test/bild20.png",0,"j","i","coconut"
22,"pict_lang_test/bild18.png",1,"u","u","pear"
22,"pict_lang_test/bild25.png",1,"r","r","orange"
22,"pict_lang_test/bild12.png",1,"1","1","toast"
22,"pict_lang_test/bild22.png",1,"t","t","paint brush"
23,"pict_lang_test/bild7.png",1,"e","e","button"
23,"pict_lang_test/bild27.png",1,"f","f","cake"
23,"pict_lang_test/bild26.png",1,"l","l","drum"
23,"pict_lang_test/bild24.png",1,"m","m","flashlight"
23,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
23,"pict_lang_test/bild14.png",1,"4","4","violin"
23,"pict_lang_test/bild3.png",1,"p","p","hourglass"
23,"pict_lang_test/bild15.png",1,"y","y","soda can"
23,"pict_lang_test/bild2.png",1,"v","v","piano"
23,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
23,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
23,"pict_lang_test/bild20.png",1,"i","i","coconut"
23,"pict_lang_test/bild23.png",1,"s","s","paint can"
23,"pict_lang_test/bild29.png",1,"b","b","bamboo"
23,"pict_lang_test/bild12.png",0,"i","1","toast"
23,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
23,"pict_lang_test/bild5.png",1,"g","g","clarinet"
23,"pict_lang_test/bild19.png",0,"s","o","hairspray"
23,"pict_lang_test/bild10.png",1,"q","q","lamp"
23,"pict_lang_test/bild22.png",1,"t","t","paint brush"
23,"pict_lang_test/bild4.png",1,"j","j","comb"
23,"pict_lang_test/bild16.png",1,"2","2","trumpet"
23,"pict_lang_test/bild18.png",1,"u","u","pear"
23,"pict_lang_test/bild21.png",0,"g","n","flute"
23,"pict_lang_test/bild28.png",1,"c","c","banana"
23,"pict_lang_test/bild8.png",1,"h","h","clock"
23,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
23,"pict_lang_test/bild30.png",1,"a","a","apple"
23,"pict_lang_test/bild25.png",1,"r","r","orange"
23,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
24,"pict_lang_test/bild23.png",1,"s","s","paint can"
24,"pict_lang_test/bild24.png",1,"m","m","flashlight"
24,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
24,"pict_lang_test/bild14.png",1,"4","4","violin"
24,"pict_lang_test/bild12.png",1,"1","1","toast"
24,"pict_lang_test/bild28.png",1,"c","c","banana"
24,"pict_lang_test/bild20.png",1,"i","i","coconut"
24,"pict_lang_test/bild27.png",1,"f","f","cake"
24,"pict_lang_test/bild4.png",1,"j","j","comb"
24,"pict_lang_test/bild22.png",1,"t","t","paint brush"
24,"pict_lang_test/bild5.png",1,"g","g","clarinet"
24,"pict_lang_test/bild10.png",1,"q","q","lamp"
24,"pict_lang_test/bild8.png",1,"h","h","clock"
24,"pict_lang_test/bild16.png",1,"2","2","trumpet"
24,"pict_lang_test/bild7.png",1,"e","e","button"
24,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
24,"pict_lang_test/bild30.png",1,"a","a","apple"
24,"pict_lang_test/bild26.png",1,"l","l","drum"
24,"pict_lang_test/bild21.png",1,"n","n","flute"
24,"pict_lang_test/bild3.png",1,"p","p","hourglass"
24,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
24,"pict_lang_test/bild15.png",1,"y","y","soda can"
24,"pict_lang_test/bild19.png",1,"o","o","hairspray"
24,"pict_lang_test/bild29.png",1,"b","b","bamboo"
24,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
24,"pict_lang_test/bild25.png",1,"r","r","orange"
24,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
24,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
24,"pict_lang_test/bild18.png",1,"u","u","pear"
24,"pict_lang_test/bild2.png",1,"v","v","piano"
