subject;item;score;key press
24;pict_lang_test/bild22.png;1;t
24;pict_lang_test/bild5.png;1;g
24;pict_lang_test/bild10.png;1;q
24;pict_lang_test/bild8.png;1;h
24;pict_lang_test/bild16.png;1;2
24;pict_lang_test/bild7.png;1;e
24;pict_lang_test/bild13.png;1;3
24;pict_lang_test/bild30.png;1;a
24;pict_lang_test/bild26.png;1;l
24;pict_lang_test/bild21.png;1;n
24;pict_lang_test/bild3.png;1;p
24;pict_lang_test/bild1.png;1;z
24;pict_lang_test/bild15.png;1;y
24;pict_lang_test/bild19.png;1;o
24;pict_lang_test/bild29.png;1;b
24;pict_lang_test/bild11.png;1;w
24;pict_lang_test/bild25.png;1;r
24;pict_lang_test/bild6.png;1;d
24;pict_lang_test/bild9.png;1;k
24;pict_lang_test/bild18.png;1;u
24;pict_lang_test/bild2.png;1;v
